NOME,TIPO
"CIRCULO COMERCIAL TOTAL DE PRODUCTOS, S.A. DE C.V.",J
WENDY DALAITHYAMARAL AREVALO,F
AL-NASER AIRLINES,J
SKY BLUE BIRD AVIATION,J
ISSAMSHAMMOUT,F
MSN 391,F
MSN 449,F
MSN 416,F
MSN 371,F
MSN 376,F
MSN 383,F
MSN 615,F
MSN 164,F
MSN 550,F
ARENAS DE LORETO,J
GENERAL DIRECTORATE OF SYRIAN PORTS,J
LATTAKIA PORT GENERAL COMPANY,J
TARTOUS PORT GENERAL COMPANY,J
SYRIAN GENERAL AUTHORITY FOR MARITIME TRANSPORT,J
SYRIAN SHIPPING AGENCIES COMPANY,J
SYRIAN CHAMBER OF SHIPPING,J
FINIKIA,J
LAODICEA,J
SOURIA,J
ADHAM HUSAYNTABAJA,F
"AL-INMAA GROUP FOR TOURISM WORKS, LLC",J
AL-INMAA ENGINEERING AND CONTRACTING,J
AL-INMAA FOR ENTERTAINMENT AND LEISURE PROJECTS,J
CAR CARE CENTER,J
HUSAYN ALIFA'UR,F
KASSEMHEJEIJ,F
GABRIELJOK RIAK,F
SIMON GATWECHDUAL,F
ALTAF KHANANI MONEY LAUNDERING ORGANIZATION,J
THE EAGLES L.L.C.,J
MORGAN ADDITIVES MANUFACTURING CO.,J
EXIMBANK OF RUSSIA JSC,J
RUSSIAN AGENCY FOR EXPORT CREDIT AND INVESTMENT INSURANCE OJSC,J
JSC VEB.DV,J
LLC INFRASTRUCTURE MOLZHANINOVO,J
VEB CAPITAL,J
VEB ENGINEERING LLC,J
VEB LEASING OJSC,J
BANK BELVEB OJSC,J
PROMINVESTBANK,J
VEB ASIA LIMITED,J
ROSNEFT TRADING S.A.,J
KAIPAANANEN,F
OLEGUSACHEV,F
AIRFIX AVIATION OY,J
SOUTHEAST TRADING OY,J
SET PETROCHEMICALS OY,J
PETRKOLBIN,F
SOUTHPORT MANAGEMENT SERVICES LIMITED,J
IPP OIL PRODUCTS (CYPRUS) LIMITED,J
ROMAN BORISOVICHROTENBERG,F
OY LANGVIK CAPITAL LTD,J
ANDREYBULYUTIN,F
ALEKSANDEROMELCHENKO,F
STATE ENTERPRISE YALTA SEA TRADING PORT,J
OLENA YUREVNASEMENOVA,F
IZHEVSKY MEKHANICHESKY ZAVOD JSC,J
"OPEN JOINT STOCK COMPANY ""KONTSERN IZHMASH",J
STATE SHIPPING COMPANY KERCH SEA FERRY,J
STATE ENTERPRISE EVPATORIA SEA COMMERCIAL PORT,J
STATE ENTERPRISE FEODOSIA SEA TRADING PORT,J
STATE ENTERPRISE SEVASTOPOL SEA TRADING PORT,J
SERGEY VITALIEVICHKURCHENKO,F
PRIVATE JOINT-STOCK COMPANY MAKO HOLDING,J
MILENYUM ENERGY S.A.,J
EBLA TRADE SERVICES S.A.L./OFF-SHORE,J
UFUKKENAR,F
SERKANDUZGOREN,F
ERKANDUZGOREN,F
MUSTAFAAYDIN,F
GREEN SHIPPING LTD.,J
AQUA SHIPPING LTD.,J
TALA,J
BLUE DREAM,J
BLUE WAY,J
BLUEGAS,J
GREEN LIGHT,J
AQUA,J
MARIANA,J
BLUE ENERGY TRADE LTD. CO.,J
LEONARDLAI,F
SENAT SHIPPING LIMITED,J
DAWNLIGHT,J
ABDUL AZIZHAQQANI,F
IBRAHIMAQIL,F
FU'ADSHUKR,F
"J & P ADVERTISING, S.A. DE C.V.",J
"JJGON, S.P.R. DE R.L. DE C.V.",J
LAS FLORES CABANAS,J
MIZU SUSHI LOUNGE,J
ONZE BLACK,J
ALVEIROFEO ALVARADO,F
VALGO GRUPO DE INVERSION S.A. DE C.V.,J
ALFREDYEKATOM,F
HABIBSOUSSOU,F
OUMARYOUNOUS,F
BADICA,J
KARDIAM,J
ABU 'UBAYDAH YUSUFAL 'ANABI,F
RAWHIMUSHTAHA,F
YAHYASINWAR,F
MUHAMMEDDEIF,F
SALIHAL-ARURI,F
MAHIR JAWAD YUNISSALAH,F
MOHAMMED REDA MOHAMMED ANWARAWAD,F
ABU UBAYDAH KHAYRI HAFIZAL-AGHA,F
ASYAF INTERNATIONAL HOLDING GROUP FOR TRADING AND INVESTMENT,J
AL ZAROONI EXCHANGE,J
PAUL MALONGAWAN,F
SU MANHWANG,F
EKO DEVELOPMENT AND INVESTMENT COMPANY,J
KYONG NAMKIM,F
TAE HUNKO,F
BOM SUJANG,F
SONG ILCHOE,F
JUNG JONGKIM,F
MYONG GUKJON,F
STRATEGIC ROCKET FORCE OF THE KOREAN PEOPLE'S ARMY,J
JORGE OSWALDOZAPATA BERRIO,F
EDISONMAYA RIOS,F
MOTOS Y REPUESTOS JOTA,J
NASIR MUHAMMAD 'AWAD AL-GHIDANIAL-HARBI,F
MU'TASSIM YAHYA 'ALIAL-RUMAYSH,F
MORADLAABOUDI,F
ALI MUSAAL-SHAWAKH,F
BAJROIKANOVIC,F
SAMI JASIM MUHAMMADAL-JABURI,F
TARAD MOHAMMADALJARBA,F
OMARHUSSAIN,F
MUWAFFAQ MUSTAFA MUHAMMADAL-KARMUSH,F
HUSAYN AL-SALIHIN SALIHAL-SHA'IRI,F
MUSTAPHACHAD,F
MOHAMMEDNUR,F
MOUNIR BEN DHAOU BEN BRAHIM BENHELAL,F
GEOVABURITICA HINCAPIE,F
HAFIZ SAEEDKHAN,F
TUAHFEBRIWANSYAH,F
MUHAMMAD SHOLEHIBRAHIM,F
LOS CHATAS,J
AQSAMAHMOOD,F
SALLY-ANNE FRANCESJONES,F
MUJAHIDIN INDONESIA TIMUR,J
EMILIEKONIG,F
PETERCHERIF,F
GULMURODKHALIMOV,F
BOUBAKER BEN HABIB BENALI HAKIM,F
ISLAMIC STATE OF IRAQ AND THE LEVANT - CAUCASUS PROVINCE,J
MAXIMEHAUCHARD,F
RUSTAMASELDEROV,F
TARKHAN ISMAILOVICHGAZIYEV,F
SHAMILIZMAYLOV,F
JUND AL-KHILAFAH IN ALGERIA,J
NASSERMUTHANA,F
EMRAHERDOGAN,F
ISIL KHORASAN,J
AKHMEDCHATAYEV,F
ZAURBEKGUCHAYEV,F
ASEELMUTHANA,F
ISLAM SEIT-UMAROVICHATABIYEV,F
AKTSIONERNOE OBSCHESTVO 'YALTINSKAYA KINODSTUDIYA',J
SERGEY GENNADEVICHTSYPLAKOV,F
VLADYSLAV NYKOLAYEVYCHDEYNEGO,F
EDUARD AIOFFE,F
VAKHTANGKARAMYAN,F
TATIANA VCHERNYKH,F
BOPENG,F
"KAIKAI TECHNOLOGY CO., LTD.",J
CHONG CHOLRI,F
LIMITED LIABILITY COMPANY SBERBANK CAPITAL,J
TOREKAGHA,F
LIMITED LIABILITY COMPANY SBERBANK INVESTMENTS,J
JOINT STOCK COMPANY SBERBANK LEASING,J
SETELEM BANK LIMITED LIABILITY COMPANY,J
OPEN JOINT STOCK COMPANY BPS-SBERBANK,J
JOINT STOCK COMPANY SBERBANK,J
SBERBANK EUROPE AG,J
VTB BANK BELARUS CLOSED JOINT STOCK COMPANY,J
VTB BANK ARMENIA CLOSED JOINT STOCK COMPANY,J
BANK VTB KAZAKHSTAN JOINT STOCK COMPANY,J
VTB BANK AZERBAIJAN OPEN JOINT STOCK COMPANY,J
BANCO VTB AFRICA SA,J
VTB BANK GEORGIA JOINT STOCK COMPANY,J
VTB CAPITAL HOLDINGS CLOSED JOINT STOCK COMPANY,J
VTB PENSION ADMINISTRATOR LIMITED,J
LIMITED LIABILITY COMPANY VTB DC,J
VTB FACTORING LTD,J
NPF VTB PENSION FUND JOINT STOCK COMPANY,J
VTB REAL ESTATE LIMITED LIABILITY COMPANY,J
VTB SPECIALIZED DEPOSITORY CLOSED JOINT STOCK COMPANY,J
VTB REGISTRAR CLOSED JOINT STOCK COMPANY,J
VTB LEASING JOINT STOCK COMPANY,J
AKTSIONERNOE OBSHCHESTVO SG-DEVELOPMENT,J
AUCTION LIMITED LIABILITY COMPANY,J
JOINT STOCK COMPANY SBERBANK AUTOMATED TRADE SYSTEM,J
LIMITED LIABILITY COMPANY SBERBANK FINANCIAL COMPANY,J
LIMITED LIABILITY COMPANY ACTIVE BUSINESS CONSULT,J
JOINT STOCK COMPANY SBERBANK PRIVATE PENSION FUND,J
INSURANCE COMPANY SBERBANK INSURANCE LIMITED LIABILITY COMPANY,J
LIMITED LIABILITY COMPANY SBERBANK INSURANCE BROKER,J
SB SECURITIES SA,J
JSC NPO HIGH PRECISION SYSTEMS,J
OPEN JOINT STOCK COMPANY RUSSIAN ELECTRONICS,J
NPK TEKHMASH OAO,J
JOINT STOCK COMPANY TEKHNODINAMIKA,J
JOINT STOCK COMPANY SHVABE,J
ROSOBORONEKSPORT OAO,J
JOINT STOCK COMMERCIAL BANK NOVIKOMBANK,J
RT-INFORM LIMITED LIABILITY COMPANY,J
VERTOLETY ROSSII AO,J
AGRICOLA BOREAL S.P.R. DE R.L.,J
AGRICOLA TAVO S.P.R. DE R.L.,J
ASESORES TURISTICOS S.A. DE C.V.,J
DESARROLLO AGRICOLA ORGANICO S.P.R. DE R.L.,J
DESARROLLO AGRICOLA VERDE DE SAYULA S.P.R. DE R.L.,J
STEP LATINAMEDICA S.A. DE C.V.,J
STATUS ADMINISTRATIVO S. DE R.L.,J
KWANG HYOKKIM,F
STATE CONCERN NATIONAL PRODUCTION AND AGRICULTURAL ASSOCIATION MASSANDRA,J
STATE ENTERPRISE MAGARACH OF THE NATIONAL INSTITUTE OF WINE,J
LABICO SAL OFFSHORE,J
AERO SKYONE CO. LIMITED,J
ADEL MOHAMADCHERRI,F
LE-HUA ELECTRONIC FIELD CO. LIMITED,J
FADI HUSSEINSERHAN,F
VATECH SARL,J
WAKED MONEY LAUNDERING ORGANIZATION,J
NIDAL AHMEDWAKED HATUM,F
ABDUL MOHAMEDWAKED FARES,F
GAZYWAKED HATUM,F
JALAL AHMEDWAKED HATUM,F
ALIWAKED HATUM,F
VIDA PANAMA (ZONA LIBRE) S.A.,J
"GRUPO WISA, S.A.",J
GRUPO W S.A.,J
HAEJIN SHIP MANAGEMENT COMPANY LIMITED,J
YONGJIN SHIP MANAGEMENT COMPANY LIMITED,J
PYONGJIN SHIP MANAGEMENT COMPANY LIMITED,J
RUELAS TORRES DRUG TRAFFICKING ORGANIZATION,J
JOSE LUISRUELAS TORRES,F
GILBERTORUELAS TORRES,F
LEOBARDORUELAS AVILA,F
JOEL EFRENRUELAS AVILA,F
RESORT NIZHNYAYA OREANDA,J
OTKRYTOE AKTSIONERNOE OBSHCHESTVO VNESHNEEKONOMICHESKOE OBEDINENIE TEKHNOPROMEKSPORT,J
MAGHOMED MAGHOMEDZAKIROVICHABDURAKHMANOV,F
STATE ENTERPRISE FACTORY OF SPARKLING WINE NOVY SVET,J
STATE ENTERPRISE UNIVERSAL-AVIA,J
CRIMEAN ENTERPRISE AZOV DISTILLERY PLANT,J
HECTOR LIBRADORIVERA SANDOVAL,F
MARIA DE JESUSESPINOZA RODRIGUEZ,F
JOSE CARLOSBARRAZA ACEVES,F
MUDALALKHURI,F
KIRSAN NIKOLAYEVICHILYUMZHINOV,F
NICOSNICOLAOU,F
PRIMAX BUSINESS CONSULTANTS LIMITED,J
HUDSOTRADE LIMITED,J
EZEGOO INVESTMENTS LTD,J
KREMSONT COMMERCIAL INC.,J
RUSSIAN FINANCIAL ALLIANCE BANK,J
GEORGEHASWANI,F
HESCO ENGINEERING & CONSTRUCTION CO,J
DMYTRO VOLODYMYROVYCHTABACHNYK,F
TRANSSERVICE LLC,J
ALEKSEY VALENTINOVICHMURATOV,F
ANDREI NIKOLAEVICHRODKIN,F
JOINT STOCK COMPANY GENBANK,J
OPEN JOINT STOCK COMPANY KRASNODAR REGIONAL INVESTMENT BANK,J
OPEN JOINT STOCK COMPANY COMMERCIAL BANK VERKHNEVOLZHSKY,J
JOINT STOCK COMPANY SEVASTOPOLSKY MORSKOY BANK,J
ALEKSANDR IGOREVICHKOFMAN,F
PAO MOSOBLBANK,J
INRESBANK OOO,J
AVIA GROUP TERMINAL LIMITED LIABILITY COMPANY,J
OAO VOLGOGRADNEFTEMASH,J
VASILIY ALEKSANDROVICHNIKITIN,F
SVEN ANDERSOLSSON,F
LERMA TRADING S.A.,J
LTS HOLDING LIMITED,J
MAPLES SA,J
FENTEX PROPERTIES LTD.,J
WHITE SEAL HOLDINGS LIMITED,J
SERHIYKOZYAKOV,F
ALEKSEY VASILYEVICHANICHIN,F
LORD'S RESISTANCE ARMY,J
EUGENE BARRETNGAIKOSSET,F
HAROUNGAYE,F
MOHAMED ABDOWAKED DARWICH,F
JOBLAREDO DON JUAN,F
LAREDO DRUG TRAFFICKING ORGANIZATION,J
ISMAELLAREDO DONJUAN,F
RUBENLAREDO DONJUAN,F
MERCEDESBARRIOS HERNANDEZ,F
DANIELAGOMEZ VELAZQUEZ,F
ISMAELREYNA FELIX,F
ANTONIOMARCELO BARRAGAN,F
ANDRESLAREDO ESTRADA,F
"GRUPO CIMA PANAMA, S.A.",J
"INMOBILIARIA ROYPAL, S.A.",J
FELIX B. MADURO S.A.,J
"PANLI HOLDINGS, INC.",J
"NARANJO ABAJO, S.A.",J
"SOHO DEVELOPERS, INC.",J
"XZACT, INC.",J
ALBORADA S.A.,J
"ALBORADA GARDENS, S.A.",J
"HOTELERA MUNDIAL, S.A.",J
"V.P. PROPERTIES, INC.",J
SEGOVIA IMPORT & EXPORT CORP.,J
"PANAMA-CHILE INTERNACIONAL, S.A.",J
"PLAZA MILENIO, S.A.",J
"BIENES RAICES DEL CARIBE, S.A.",J
CACIQUE 1 S.A.,J
"LA GRAN VIA ZONA LIBRE, S.A.",J
"RESIDENCIAL CANAL VIEW, S.A.",J
INMOBILIARIA J & M CORP,J
"NUTRISHOP, S.A.",J
"SISTEMA CORESCO, S.A.",J
"INVERSIONES LDT, S.A.",J
SERVICIO DE EQUIPO RODANTE INCORPORADO,J
"MALALA 786, S.A.",J
WAYSIDE CORPORATION,J
GLENDOR FINANCE S.A.,J
"LA RIVIERA, PANAMA, S.A.",J
"WAREHOUSE OUTLETS, S.A.",J
"TROLL PROPERTIES, INC.",J
"INMOBILIARIA MULTI-TIENDAS, S.A.",J
"DISTRIBUIDORA MARBELLA, S.A.",J
"LAGUNA MAR INTERNACIONAL, S.A.",J
"VISION 20-20, S.A.",J
GRUPO CEDRO PANAMA S.A.,J
ADJUSTMENT BUSINESS CORP.,J
"MEDAL INVERSIONES, S.A.",J
"DESARROLLO URBANISTICO DEL ATLANTICO, S.A.",J
SEYED MIRAHMADNOOSHIN,F
SEYED MOHAMMADHASHEMI,F
SAYYAD MEDHIFARAHI,F
ALFONSOLIRA SOTELO,F
ELISEOIMPERIAL CASTRO,F
JAVIERLIRA SOTELO,F
ALMA DELIALIRA SOTELO,F
SAYYED JAVADMUSAVI,F
"ANHUI LAND GROUP CO., LIMITED",J
MINGFUCHEN,F
RAHIMREZAFARGHADANI,F
HOSSEINPOURNAGHSHBAND,F
CANDID GENERAL TRADING LLC,J
MABROOKA TRADING CO L.L.C.,J
BORIS BORISOVICHKIBIS,F
OLEG VYACHESLAVOVICHURZHUMTSEV,F
PAVEL VLADIMIROVICHLAPSHOV,F
ALI YOUSSEFCHARARA,F
SPECTRUM INVESTMENT GROUP HOLDING SAL,J
"WESTLINE ENTERPRISES, INC.",J
YEVGENI YUVENALIEVICHANTONOV,F
NAYF SALAM MUHAMMAD UJAYMAL-HABABI,F
MOHAMADNOUREDDINE,F
HAMDIZAHER EL DINE,F
TRADE POINT INTERNATIONAL S.A.R.L.,J
JOSEROBERTO ORELLANA,F
DANY BALMOREROMERO GARCIA,F
ALI KHATIB HAJIHASSAN,F
HASSAN DRUG TRAFFICKING ORGANIZATION,J
HUSAYNJUAYTHINI,F
TURKI MUBARAK ABDULLAH AHMADAL-BINALI,F
FAYSAL AHMAD 'ALIAL-ZAHRANI,F
CHOL UYU,F
WORKERS' PARTY OF KOREA CENTRAL MILITARY COMMISSION,J
NATIONAL DEFENSE COMMISSION,J
MAN GONRI,F
ACADEMY OF NATIONAL DEFENSE SCIENCE,J
MINISTRY OF ATOMIC ENERGY INDUSTRY,J
YONG MURI,F
PYONG SOHWANG,F
YONG SIKPAK,F
CHUN-SIKCHOE,F
MUN-KILKANG,F
ILSIM INTERNATIONAL BANK,J
KOREA UNITED DEVELOPMENT BANK,J
"KOREAN WORKERS PARTY, PROPAGANDA AND AGITATION DEPARTMENT",J
DIANAESPINOZA AGUILAR,F
NATIONAL AEROSPACE DEVELOPMENT ADMINISTRATION,J
SONG CHOLKIM,F
JONG HYOKSON,F
CHUN ILPAK,F
GWANG ILHYON,F
JESUS ANGELRUELAS AVILA,F
SIGI ALFREDOMONDACA AVILA,F
CHONGBONG SHIPPING CO LTD,J
EVER BRIGHT 88,J
OCEAN BUNKERING JV CO,J
GOLD STAR 3,J
JH 86,J
HOERYONG SHIPPING CO LTD,J
JIN TAI,J
MIRIM SHIPPING CO LTD,J
JIN TENG,J
ORION STAR,J
KOREA SAMILPO SHIPPING CO,J
KOREAN POLISH SHPG CO LTD,J
THAEPHYONGSAN SHIPPING CO LTD,J
SOUTH HILL 2,J
KOREA ZUZAGBONG MARITIME LTD,J
SOUTH HILL 5,J
GRAND KARO,J
KOREA OCEAN SHIPPING AGENCY,J
KOREAN BUYON SHIPPING CO. LTD.,J
CHONG BONG,J
CHONG RIM 2,J
VICTORY 2,J
HOE RYONG,J
MI RIM,J
MI RIM 2,J
RA NAM 2,J
RA NAM 3,J
RYO MYONG,J
THAE PYONG SAN,J
TONG HUNG 1,J
ABDULSABOOR,F
ABDULLAHNOWBAHAR,F
WON HORI,F
YONG CHOLJO,F
KOREA GENERAL CORPORATION FOR EXTERNAL CONSTRUCTION,J
NAMGANG CONSTRUCTION,J
KOREA RUNGRADO GENERAL TRADING CORPORATION,J
SINGWANG ECONOMICS AND TRADING GENERAL CORPORATION,J
KOREA FOREIGN TECHNICAL TRADE CENTER,J
"GAZPROM VNIIGAZ, OOO",J
MUHAMMAD IJAZSAFARASH,F
ABDUL AZIZNURISTANI,F
JAMIA ASARIYA MADRASSA,J
JAMES ALEXANDERMCLINTOCK,F
AL RAHMAH WELFARE ORGANIZATION,J
NAVEEDQAMAR,F
"AIRCRAFT, AVIONICS, PARTS & SUPPORT LTD.",J
JOHN EDWARDMEADOWS,F
HSI TRADING FZE,J
AVIATION CAPITAL SOLUTIONS LTD.,J
JEFFREY JOHN JAMESASHFIELD,F
GRANDEUR GENERAL TRADING FZE,J
SHAHID NURI INDUSTRIES,J
SHAHID MOVAHED INDUSTRIES,J
SALAHABDESLAM,F
MAZAKA GENERAL TRADING L.L.C.,J
JETLINK TEXTILES TRADING,J
SEVEN SEA GOLDEN GENERAL TRADING LLC,J
AYDAH TRADING LLC,J
WADI AL AFRAH TRADING LLC,J
KHALIFA MOHAMED AHMEDGHAWIL,F
MINISTRY OF STATE SECURITY PRISONS BUREAU,J
MINISTRY OF PEOPLE'S SECURITY CORRECTIONAL BUREAU,J
IL-UCHO,F
CHONG OKO,F
CHANG PONGCHOE,F
ABD AL-MUHSIN ZABIN MUTIB NAIFAL-MUTAYRI,F
'ABDALLAH HADI 'ABD AL-RAHMAN FAYHAN SHARBANAL-'ANIZI,F
SALMI SALAMA SALIM SULAYMAN'AMMAR,F
AGILA SALEHESSA,F
GHALIB ABDULLAHAL-ZAIDI,F
MOSTAFAMAHAMED,F
ISIL-SAUDI ARABIA,J
ISLAMIC STATE OF IRAQ AND ASH-SHAM IN LIBYA,J
NAYIF SALIH SALIMAL-QAYSI,F
ISIL-YEMEN,J
GERMANMUNOZ HOYOS,F
JONATHANMUNOZ MEJIA,F
CARLOS IVANMUNOZ HOYOS,F
CLAUDIA JULIETAMURILLO SALAZAR,F
SALIMKONY,F
ALIKONY,F
ELIANAMUNOZ MEJIA,F
JHONNY GERMANMUNOZ MEJIA,F
AVICAL S.A.,J
INVERSIONES LA PLATA M & M S. EN C.A.,J
ROMIK S.A.,J
"GEMUHO HOLDING, INC",J
UNIREFRICLIMA S.A.,J
MUNSA INTERNATIONAL INVESMENTS S.A.,J
JAMA'AT UL DAWA AL-QU'RAN,J
TARIQ GIDAR GROUP,J
OBAID ALTAFKHANANI,F
HOZAIFA JAVEDKHANANI,F
KAY ZONE GENERAL TRADING LLC,J
KAY ZONE BUILDERS & DEVELOPERS,J
LANDTEK DEVELOPERS,J
UNICO TEXTILES,J
MUHAMMAD JAVEDKHANANI,F
ATIFPOLANI,F
KHALID BIN AL-WALID ARMY,J
PJSC MOSTOTREST,J
SGM MOST OOO,J
CELESTINKANYAMA,F
IYAD MOHAMMAD ESAMMAHROUS,F
MAHROUS TRADING FZE,J
MAHROUS GROUP,J
ANTONIOOSEGUERA CERVANTES,F
JULIO ALBERTOCASTILLO RODRIGUEZ,F
ARNULFOGONZALEZ VALENCIA,F
EDGAR EDENGONZALEZ VALENCIA,F
ELVISGONZALEZ VALENCIA,F
MARISA IVETTEGONZALEZ VALENCIA,F
MINISTRY OF PEOPLE'S SECURITY,J
NOEMIGONZALEZ VALENCIA,F
PU ILCHOE,F
SONG CHOLRI,F
FABIAN FELIPEVERA LOPEZ,F
ORGANIZATION AND GUIDANCE DEPARTMENT,J
YON CHUNCHO,F
KYONG OKKIM,F
KI NAMKIM,F
JAE ILRI,F
MINISTRY OF STATE SECURITY,J
SONG NAMKANG,F
MARIA TERESAQUINTANA NAVARRO,F
ZAURISMAILOV,F
EVGENYMANUILOV,F
ALEXANDRSHUBIN,F
VIKTORYATSENKO,F
VLADIMIRKONONOV,F
EDUARDBASURIN,F
GUILLERMO JEAN PIERREZEGARRA MARTINEZ,F
SANTIAGOALVAREZ CASTRO,F
CLAUDIA MERCEDESVARGAS GIRALDO,F
JONG UNKIM,F
AL-QA'IDA IN THE INDIAN SUBCONTINENT,J
ASIMUMAR,F
OOO SHIPYARD 'ZALIV',J
FEDERAL SUE SHIPYARD 'MORYE',J
OAO SHIP REPAIR CENTER 'ZVEZDOCHKA',J
SUE RC 'FEODOSIA OPTICAL PLANT',J
OAO 'URANIS-RADIOSISTEMY',J
CLAMASAN S.A.S.,J
GUISANES S.A.S.,J
AGROINDUSTRIAS CIMA S.A.S.,J
AGROPECUARIA MAIS SOCIEDAD POR ACCIONES SIMPLIFICADA,J
C.M.V. CARNES S.A.S.,J
FKU UPRDOR 'TAMAN',J
FAU 'GLAVGOSEKSPERTIZA ROSSII',J
YONA STAR INTERNATIONAL,J
SALAHHABIB,F
"T-RUBBER CO., LTD",J
JONHALANG,F
YISRA MUHAMMAD IBRAHIMBAYUMI,F
ABU BAKR MUHAMMAD MUHAMMADGHUMAYN,F
FAISAL JASSIM MOHAMMED AL-AMRIAL-KHALIDI,F
ASLAN AVGAZAROVICHBYUTUKAEV,F
AYRAT NASIMOVICHVAKHITOV,F
YUSUFARBASH,F
NABILTIZINI,F
ATIYAKHOURI,F
IMAD MTANYUSKHURI,F
AOUSALI,F
MONETA TRANSFER AND EXCHANGE,J
E.K.-ULTRA FINANCIAL GROUP LIMITED,J
ARGUS CONSTRUCTION,J
TARECK ZAIDANEL AISSAMI MADDAH,F
SAMARK JOSELOPEZ BELLO,F
"PROFIT CORPORATION, C.A.",J
YAKIMA TRADING CORPORATION,J
"GRUPO SAHECT, C.A.",J
"ALFA ONE, C.A.",J
"SMT TECNOLOGIA, C.A.",J
"SERVICIOS TECNOLOGICOS INDUSTRIALES, C.A.",J
MFAA HOLDINGS LIMITED,J
"YAKIMA OIL TRADING, LLP",J
1425 BRICKELL AVE 63-F LLC,J
"1425 BRICKELL AVENUE UNIT 46B, LLC",J
1425 BRICKELL AVENUE 64E LLC,J
AGUSTA GRAND I LLC,J
200G PSA HOLDINGS LLC,J
MIKHAIL SERGEYEVICHSHEREMET,F
DMITRY ANATOLIEVICHPOLONSKY,F
ANNA VLADIMIROVNAANYUKHINA,F
SVETLANA ALEKSEEVNABORODULINA,F
IRINA VALERIEVNAKIVIKO,F
VALENTIN VALENTINOVICHDEMIDOV,F
OLEG GEORGIEVICHSHAPOVALOV,F
ANDREY GENNADIEVICHVASYUTA,F
VIKTOR NIKOLAYEVICHPALAGIN,F
MIKHAIL ANATOLIEVICHNAZAROV,F
GEORGIY L'VOVICHMURADOV,F
AO ABR MANAGEMENT,J
SALVATION COMMITTEE OF UKRAINE,J
AO 'INSTITUTE GIPROSTROYMOST-SAINT-PETERSBURG',J
OOO 'STG-EKO',J
OOO 'DSK',J
SOVFRACHT-SOVMORTRANS GROUP,J
SMT-K,J
LLC KOKSOKHIMTRANS,J
SOVFRACHT MANAGING COMPANY LLC,J
OJSC SOVFRACHT,J
CJSC SOVMORTRANS,J
KRIOGENMASH OAO,J
MOHAMEDABRINI,F
JAMAAT-UL-AHRAR,J
KOBE YAMAGUCHI-GUMI,J
YAMAKEN-GUMI,J
KUNIOINOUE,F
OSAMUTERAOKA,F
TAKASHIIKEDA,F
GABRIEL AMISIKUMBA,F
JOHNNUMBI,F
ABDIQADIRMUMIN,F
MOHAMAD ALSAIEDALHMIDAN,F
HUSSAMJAMOUS,F
AIR KORYO,J
OMARDIABY,F
P-532,F
P-533,F
P-537,F
P-552,F
P-561,F
P-632,F
P-633,F
P-671,F
P-672,F
P-813,F
P-835,F
P-881,F
P-885,F
P-912,F
P-913,F
P-914,F
GLOBAL CLEANERS S.A.R.L.,J
HASANJAMAL-AL-DIN,F
MUHAMMAD AL-MUKHTARKALLAS,F
DANDONG HONGXIANG INDUSTRIAL DEVELOPMENT CO LTD,J
XIAOHONGMA,F
JIANSHUZHOU,F
JINHUAHONG,F
NORTH EAST ASIA BANK,J
KORYO CREDIT DEVELOPMENT BANK,J
RASON INTERNATIONAL COMMERCIAL BANK,J
KUMGANG BANK,J
KORYO BANK,J
KOREA NATIONAL INSURANCE CORPORATION,J
KOREA HAEGUMGANG TRADING CORPORATION,J
CHANG-HACHANG,F
KYONG-HWACHANG,F
CHUN-RYONGCHO,F
MANSUDAE OVERSEAS PROJECT GROUP OF COMPANIES,J
DAEWON INDUSTRIES,J
KANGBONG TRADING CORPORATION,J
KOREA OIL EXPLORATION CORPORATION,J
HAN SEPAK,F
MAVUNGALHUSSAIN,F
KOREA KUMSAN TRADING CORPORATION,J
CHOL NAMKIM,F
JUND AL-AQSA,J
ANASEL ABBOUBI,F
CHUANXULUO,F
MUHAMMAD GHALEBHAMDAR,F
YOSEFAYAD,F
HAYTHAM 'ALITABATABA'I,F
AL-OMGY AND BROTHERS MONEY EXCHANGE,J
SAID SALIH ABD-RABBUHAL-OMGY,F
MUHAMMAD SALIH ABD-RABBUHAL-OMGY,F
N200VR,F
'ABDALLAH MUHAMMAD BIN-SULAYMANAL-MUHAYSINI,F
ASHRAF AHMAD FARI'AL-'ALLAK,F
ABDULJASHARI,F
JAMAL HUSAYNZAYNIYAH,F
ABDOULAYEHISSENE,F
MAXIMEMOKOM,F
PEDRO LUISZULETA NOSCUE,F
ALONSOZULETA NOSCUE,F
JOSE OSCARZULETA TROCHEZ,F
JOSE EFERHIGUITA PERALTA,F
DMITRY ANATOLIEVICHBELIK,F
ANDREY DMITRIEVICHKOZENKO,F
KONSTANTIN MIKHAILOVICHBAKHAREV,F
RUSLAN ISMAILOVICHBALBEK,F
SVETLANA BORISOVNASAVCHENKO,F
GHASSANABBAS,F
ALIWANUS,F
SAMIRDABUL,F
ZUHAYRHAYDAR,F
HABIBHAWRANI,F
FIRASAHMAD,F
RAFIQSHIHADAH,F
SUHAYL HASANAL-HASAN,F
MUHAMMAD NAFIBILAL,F
YASIN AHMADDAHI,F
MUHAMMAD MAHMUDMAHALLA,F
MUHAMMAD KHALIDRAHMUN,F
TALAL SHAFIQMAKHLUF,F
SAJI JAMILDARWISH,F
SYRIAN ARAB ARMY,J
